season,season_type,start_date,neutral_site,home_team,home_points,away_team,away_points
1903,regular,1903-10-31T00:00:00.000Z,False,Transylvania,6,North Carolina,5
1903,regular,1903-10-31T00:00:00.000Z,False,Washburn,5,Kansas,0
1903,regular,1903-10-31T00:00:00.000Z,False,Cornell College (IA),10,Grinnell,15
1903,regular,1903-10-31T00:00:00.000Z,False,Iowa State,23,South Dakota,0
1903,regular,1903-10-31T00:00:00.000Z,False,Pennsylvania,47,Bucknell,6
1903,regular,1903-10-31T00:00:00.000Z,False,Lehigh,17,Dickinson,0
1903,regular,1903-10-31T00:00:00.000Z,False,Princeton,44,Cornell,0
1903,regular,1903-10-31T00:00:00.000Z,False,Holy Cross,27,Springfield,5
1903,regular,1903-10-31T00:00:00.000Z,False,Auburn,0,Sewanee Univ. of the South,47
1903,regular,1903-10-31T00:00:00.000Z,False,Harvard,12,Carlisle,11
1903,regular,1903-10-31T00:00:00.000Z,False,Iowa,6,Nebraska,17
1903,regular,1903-10-31T00:00:00.000Z,False,Utah,0,Denver,10
1903,regular,1903-10-31T00:00:00.000Z,False,Drake,45,Simpson College,2
1903,regular,1903-10-31T00:00:00.000Z,False,Georgia,0,Vanderbilt,33
1903,regular,1903-10-31T00:00:00.000Z,False,Samford,0,Georgia Tech,37
1903,regular,1903-10-31T00:00:00.000Z,False,Haskell,12,Missouri,0
1903,regular,1903-10-31T00:00:00.000Z,False,Trinity (CT),0,UMass,28
1903,regular,1903-10-31T00:00:00.000Z,False,Nashville,0,Tennessee,10
1903,regular,1903-11-02T00:00:00.000Z,False,Alabama,0,Sewanee Univ. of the South,23
1903,regular,1903-11-03T00:00:00.000Z,False,Lombard,6,Knox College,0
1903,regular,1903-11-03T00:00:00.000Z,False,Colorado College,5,Colorado State,8
1903,regular,1903-11-04T00:00:00.000Z,False,Navy,28,New York Naval Militia,0
1903,regular,1903-11-04T00:00:00.000Z,False,Williams,29,Hamilton,0
1903,regular,1903-11-04T00:00:00.000Z,False,Emporia State,6,Oklahoma,6
1903,regular,1903-11-04T00:00:00.000Z,False,Trinity (CT),11,Wesleyan (CT),67
1903,regular,1903-11-06T00:00:00.000Z,False,Vanderbilt,5,Texas,5
1903,regular,1903-11-06T00:00:00.000Z,False,Indiana,17,Illinois,0
1903,regular,1903-11-06T00:00:00.000Z,False,Iowa,35,Simpson College,2
1903,regular,1903-11-07T00:00:00.000Z,False,Beloit College,33,Wisconsin-Platteville,0
1903,regular,1903-11-07T00:00:00.000Z,False,Nashville,0,Sewanee Univ. of the South,6
1903,regular,1903-11-07T00:00:00.000Z,False,Navy,0,Washington & Jefferson,16
1903,regular,1903-11-07T00:00:00.000Z,False,Denver,0,Colorado,10
1903,regular,1903-11-07T00:00:00.000Z,False,Virginia Tech,21,North Carolina,0
1903,regular,1903-11-07T00:00:00.000Z,False,Chicago,17,Haskell,11
1903,regular,1903-11-07T00:00:00.000Z,False,Amherst College,0,Dartmouth,18
1903,regular,1903-11-07T00:00:00.000Z,False,Pennsylvania,10,Harvard,17
1903,regular,1903-11-07T00:00:00.000Z,False,Nebraska,33,Knox College,5
1903,regular,1903-11-07T00:00:00.000Z,False,Drake,25,Cornell College (IA),6
1903,regular,1903-11-07T00:00:00.000Z,False,Grinnell,6,Iowa State,41
1903,regular,1903-11-07T00:00:00.000Z,False,Swarthmore,27,Ursinus,0
1903,regular,1903-11-07T00:00:00.000Z,False,Yale,30,Syracuse,0
1903,regular,1903-11-07T00:00:00.000Z,False,Lawrence,0,Minnesota,46
1903,regular,1903-11-07T00:00:00.000Z,False,Georgetown,6,Carlisle,28
1903,regular,1903-11-07T00:00:00.000Z,False,Georgia Tech,17,Florida State,0
1903,regular,1903-11-07T00:00:00.000Z,False,Wesleyan (CT),5,Williams,5
1903,regular,1903-11-07T00:00:00.000Z,False,Pueblo High,0,Colorado College,30
1903,regular,1903-11-07T00:00:00.000Z,False,Brown,24,Vermont,0
1903,regular,1903-11-07T00:00:00.000Z,False,Bucknell,47,Lebanon Valley,6
1903,regular,1903-11-07T00:00:00.000Z,False,Lehigh,0,Cornell,0
1903,regular,1903-11-07T00:00:00.000Z,False,Kansas,17,Oklahoma,5
1903,regular,1903-11-07T00:00:00.000Z,False,Army,48,Manhattan,0
1903,regular,1903-11-07T00:00:00.000Z,False,Tennessee,0,Georgia,5
1903,regular,1903-11-07T00:00:00.000Z,False,Maine,0,Holy Cross,5
1903,regular,1903-11-07T00:00:00.000Z,False,Texas A&M,16,Baylor,0
1903,regular,1903-11-07T00:00:00.000Z,False,Princeton,11,Lafayette,0
1903,regular,1903-11-07T00:00:00.000Z,False,Missouri,0,Washington (MO),0
1903,regular,1903-11-07T00:00:00.000Z,False,Maryland-Baltimore,0,Dickinson,12
1903,regular,1903-11-07T00:00:00.000Z,False,Davidson,0,Virginia,22
1903,regular,1903-11-07T00:00:00.000Z,False,Michigan,36,Ohio State,0
1903,regular,1903-11-07T00:00:00.000Z,False,UMass,6,Tufts,0
1903,regular,1903-11-07T00:00:00.000Z,False,Wisconsin,52,Wisconsin-Oshkosh,0
1903,regular,1903-11-08T00:00:00.000Z,False,South Carolina,29,Davidson,12
1903,regular,1903-11-09T00:00:00.000Z,False,Alabama,18,LSU,0
1903,regular,1903-11-11T00:00:00.000Z,False,Auburn,12,LSU,0
1903,regular,1903-11-13T00:00:00.000Z,False,Oklahoma,5,Texas,11
1903,regular,1903-11-14T00:00:00.000Z,False,Kansas,0,Nebraska,6
1903,regular,1903-11-14T00:00:00.000Z,False,Alabama,0,Cumberland,44
1903,regular,1903-11-14T00:00:00.000Z,False,Creighton,0,Haskell,22
1903,regular,1903-11-14T00:00:00.000Z,False,Army,10,Chicago,6
1903,regular,1903-11-14T00:00:00.000Z,False,Holy Cross,41,Worcester Polytechnic,0
1903,regular,1903-11-14T00:00:00.000Z,False,North Carolina,11,Clemson,6
1903,regular,1903-11-14T00:00:00.000Z,False,NC State,6,South Carolina,5
1903,regular,1903-11-14T00:00:00.000Z,False,Notre Dame,0,Northwestern,0
1903,regular,1903-11-14T00:00:00.000Z,False,Vanderbilt,41,Washington (MO),0
1903,regular,1903-11-14T00:00:00.000Z,False,Yale,6,Princeton,11
1903,regular,1903-11-14T00:00:00.000Z,False,Tufts,11,Maine,6
1903,regular,1903-11-14T00:00:00.000Z,False,Navy,5,Bucknell,23
1903,regular,1903-11-14T00:00:00.000Z,False,Indiana,70,DePauw,0
1903,regular,1903-11-14T00:00:00.000Z,False,Dickinson,6,Penn State,0
1903,regular,1903-11-14T00:00:00.000Z,False,Colorado State,17,Wyoming,0
1903,regular,1903-11-14T00:00:00.000Z,False,Vermont,48,St. Lawrence,11
1903,regular,1903-11-14T00:00:00.000Z,False,Simpson College,2,Iowa State,11
1903,regular,1903-11-14T00:00:00.000Z,False,Denver,6,Colorado Mines,34
1903,regular,1903-11-14T00:00:00.000Z,False,Lafayette,29,Bloomsburg,0
1903,regular,1903-11-14T00:00:00.000Z,False,Knox College,5,Illinois College,29
1903,regular,1903-11-14T00:00:00.000Z,False,Baylor,6,Texas Deaf School,0
1903,regular,1903-11-14T00:00:00.000Z,False,Syracuse,5,Brown,12
1903,regular,1903-11-14T00:00:00.000Z,False,Pennsylvania,6,Carlisle,16
1903,regular,1903-11-14T00:00:00.000Z,False,Michigan,16,Wisconsin,0
1903,regular,1903-11-14T00:00:00.000Z,False,Colorado,31,Colorado College,6
1903,regular,1903-11-14T00:00:00.000Z,False,Virginia,48,St. John's (Maryland),6
1903,regular,1903-11-14T00:00:00.000Z,False,Georgetown,33,George Washington,0
1903,regular,1903-11-14T00:00:00.000Z,False,Missouri,0,Iowa,16
1903,regular,1903-11-14T00:00:00.000Z,False,Illinois,0,Minnesota,32
1903,regular,1903-11-14T00:00:00.000Z,False,Lawrence,22,Beloit College,0
1903,regular,1903-11-14T00:00:00.000Z,False,Savannah A.C.,6,Georgia,0
1903,regular,1903-11-14T00:00:00.000Z,False,Georgia Tech,5,Auburn,10
1903,regular,1903-11-14T00:00:00.000Z,False,Tennessee,0,Sewanee Univ. of the South,17
1903,regular,1903-11-14T00:00:00.000Z,False,Texas A&M,16,TCU,0
1903,regular,1903-11-14T00:00:00.000Z,False,Harvard,0,Dartmouth,11
1903,regular,1903-11-14T00:00:00.000Z,False,Coe,6,Cornell College (IA),5
1903,regular,1903-11-14T00:00:00.000Z,False,Lehigh,45,Susquehanna,0
1903,regular,1903-11-14T00:00:00.000Z,False,Williams,6,Colgate,0
1903,regular,1903-11-14T00:00:00.000Z,False,Cornell,12,Columbia,17
1903,regular,1903-11-14T00:00:00.000Z,False,Grinnell,0,Drake,32
1903,regular,1903-11-14T00:00:00.000Z,False,Haverford,6,Swarthmore,16
1903,regular,1903-11-16T00:00:00.000Z,False,LSU,0,Cumberland,41
1903,regular,1903-11-18T00:00:00.000Z,False,Tulane,0,Cumberland,28
1903,regular,1903-11-18T00:00:00.000Z,False,Monmouth,11,Knox College,0
1903,regular,1903-11-18T00:00:00.000Z,False,Missouri,0,Washburn,6
1903,regular,1903-11-18T00:00:00.000Z,False,Texas A&M,0,Trinity (Texas),18
1903,regular,1903-11-20T00:00:00.000Z,False,Cornell College (IA),0,Iowa State,41
1903,regular,1903-11-21T00:00:00.000Z,False,Washington (MO),23,Cincinnati,11
1903,regular,1903-11-21T00:00:00.000Z,False,Davidson,0,Clemson,24
1903,regular,1903-11-21T00:00:00.000Z,False,Transylvania,18,Indiana,5
1903,regular,1903-11-21T00:00:00.000Z,False,Springfield,6,Brown,6
1903,regular,1903-11-21T00:00:00.000Z,False,Beloit College,11,Marquette,17
1903,regular,1903-11-21T00:00:00.000Z,False,Ursinus,0,Dickinson,17
1903,regular,1903-11-21T00:00:00.000Z,False,Watertown,22,Bucknell,6
1903,regular,1903-11-21T00:00:00.000Z,False,Georgetown,29,Gallaudet,0
1903,regular,1903-11-21T00:00:00.000Z,False,Vermont,45,Rensselaer,0
1903,regular,1903-11-21T00:00:00.000Z,False,UMass,6,Amherst College,11
1903,regular,1903-11-21T00:00:00.000Z,False,Michigan,42,Oberlin,0
1903,regular,1903-11-21T00:00:00.000Z,False,Harvard,0,Yale,16
1903,regular,1903-11-21T00:00:00.000Z,False,Iowa,12,Illinois,0
1903,regular,1903-11-21T00:00:00.000Z,False,Nebraska,52,Bellevue,0
1903,regular,1903-11-21T00:00:00.000Z,False,North Dakota State,0,Minnesota,11
1903,regular,1903-11-21T00:00:00.000Z,False,Wisconsin,6,Northwestern,6
1903,regular,1903-11-21T00:00:00.000Z,False,Carlisle,6,Virginia,6
1903,regular,1903-11-21T00:00:00.000Z,False,Colorado,23,Colorado Mines,5
1903,regular,1903-11-21T00:00:00.000Z,False,Vanderbilt,10,Sewanee Univ. of the South,5
1903,regular,1903-11-21T00:00:00.000Z,False,Lehigh,12,Lafayette,6
1903,regular,1903-11-21T00:00:00.000Z,False,Navy,0,Virginia Tech,11
1903,regular,1903-11-21T00:00:00.000Z,False,Tennessee,11,Georgia Tech,0
1903,regular,1903-11-21T00:00:00.000Z,False,Arkansas,12,Oklahoma,0
1903,regular,1903-11-21T00:00:00.000Z,False,Tufts,0,Holy Cross,32
1903,regular,1903-11-21T00:00:00.000Z,False,Charleston,0,South Carolina,6
1903,regular,1903-11-21T00:00:00.000Z,False,Texas A&M,5,Baylor,0
1903,regular,1903-11-21T00:00:00.000Z,False,Denver,6,Colorado State,16
1903,regular,1903-11-25T00:00:00.000Z,False,Virginia,0,North Carolina,16
1903,regular,1903-11-25T00:00:00.000Z,False,Virginia Tech,26,Davidson,0
1903,regular,1903-11-26T00:00:00.000Z,False,Northwestern,0,Carlisle,28
1903,regular,1903-11-26T00:00:00.000Z,False,Pennsylvania,42,Cornell,0
1903,regular,1903-11-26T00:00:00.000Z,False,Penn State,22,Washington & Jefferson,0
1903,regular,1903-11-26T00:00:00.000Z,False,Exeter,6,Tufts,0
1903,regular,1903-11-26T00:00:00.000Z,False,Colorado,38,Missouri-Rolla,0
1903,regular,1903-11-26T00:00:00.000Z,False,Denver,5,Haskell,12
1903,regular,1903-11-26T00:00:00.000Z,False,Georgetown,6,Lehigh,12
1903,regular,1903-11-26T00:00:00.000Z,False,Washington (MO),2,Iowa,12
1903,regular,1903-11-26T00:00:00.000Z,False,Alabama,24,Tennessee,0
1903,regular,1903-11-26T00:00:00.000Z,False,Dartmouth,62,Brown,0
1903,regular,1903-11-26T00:00:00.000Z,False,Georgia,22,Auburn,13
1903,regular,1903-11-26T00:00:00.000Z,False,Minnesota,17,Wisconsin,0
1903,regular,1903-11-26T00:00:00.000Z,False,Cumberland,11,Clemson,11
1903,regular,1903-11-26T00:00:00.000Z,False,Utah,5,Colorado State,16
1903,regular,1903-11-26T00:00:00.000Z,False,Lafayette,0,Dickinson,35
1903,regular,1903-11-26T00:00:00.000Z,False,Chicago,0,Michigan,28
1903,regular,1903-11-26T00:00:00.000Z,False,Nebraska,16,Illinois,0
1903,regular,1903-11-26T00:00:00.000Z,False,Drake,0,Iowa State,16
1903,regular,1903-11-26T00:00:00.000Z,False,Amherst College,6,Williston,0
1903,regular,1903-11-26T00:00:00.000Z,False,Peoria Socials A.C.,0,Lombard,34
1903,regular,1903-11-26T00:00:00.000Z,False,Georgia Tech,0,South Carolina,16
1903,regular,1903-11-26T00:00:00.000Z,False,Kansas,5,Missouri,0
1903,regular,1903-11-26T00:00:00.000Z,False,Colorado College,5,Colorado Mines,16
1903,regular,1903-11-26T00:00:00.000Z,False,Knox College,23,Beloit College,0
1903,regular,1903-11-28T00:00:00.000Z,False,Tufts,5,Andover,15
1903,regular,1903-11-28T00:00:00.000Z,False,Ohio State,16,Indiana,17
1903,regular,1903-11-28T00:00:00.000Z,False,Saint Louis,5,Washington (MO),29
1903,regular,1903-11-28T00:00:00.000Z,False,Texas A&M,14,TCU,6
1903,regular,1903-11-28T00:00:00.000Z,False,Army,40,Navy,5
1903,regular,1903-11-29T00:00:00.000Z,False,Texas,29,Texas A&M,6
1903,regular,1903-11-30T00:00:00.000Z,False,Missouri-Rolla,6,Oklahoma,12
1903,regular,1903-12-03T00:00:00.000Z,False,Bethany (KS),12,Oklahoma,10
1903,regular,1903-12-05T00:00:00.000Z,False,Tufts,18,Exeter,6
1903,regular,1903-12-10T00:00:00.000Z,False,Oklahoma,27,Lawton,5
1903,regular,1903-12-12T00:00:00.000Z,False,New Hampshire,6,Tufts,0
1903,regular,1903-12-19T00:00:00.000Z,False,Utah,0,Carlisle,22
1903,regular,1903-12-25T00:00:00.000Z,False,Reliance A.C.,0,Carlisle,23
1903,regular,1904-01-01T00:00:00.000Z,False,Sherman,6,Carlisle,12
1904,regular,1904-09-17T00:00:00.000Z,False,Minnesota,107,Twin Cities Central High,0
1904,regular,1904-09-17T00:00:00.000Z,False,Chicago,40,Lombard,5
1904,regular,1904-09-17T00:00:00.000Z,False,Purdue Alumni,6,Purdue,2
1904,regular,1904-09-17T00:00:00.000Z,False,Carlisle,28,Lebanon Valley,0
1904,regular,1904-09-21T00:00:00.000Z,False,Chicago,72,Englewood High,0
1904,regular,1904-09-23T00:00:00.000Z,False,Haskell,47,Friends,0
1904,regular,1904-09-24T00:00:00.000Z,False,Virginia,16,Randolph-Macon,0
1904,regular,1904-09-24T00:00:00.000Z,False,Drake,18,Buena Vista,0
1904,regular,1904-09-24T00:00:00.000Z,False,UMass,0,Holy Cross,0
1904,regular,1904-09-24T00:00:00.000Z,False,Lehigh,37,Albright,0
1904,regular,1904-09-24T00:00:00.000Z,False,Minnesota,77,South Dakota,0
1904,regular,1904-09-24T00:00:00.000Z,False,Indiana,11,Indiana Alumni,5
1904,regular,1904-09-24T00:00:00.000Z,False,Kansas,6,Emporia College,0
1904,regular,1904-09-24T00:00:00.000Z,False,Sewanee Univ. of the South,47,Mooney,0
1904,regular,1904-09-24T00:00:00.000Z,False,Williams Alumni,0,Williams,0
1904,regular,1904-09-24T00:00:00.000Z,False,Colorado College,12,Colorado Springs High,0
1904,regular,1904-09-24T00:00:00.000Z,False,Earlham,0,Wabash College,16
1904,regular,1904-09-24T00:00:00.000Z,False,Beloit College,17,Rockford High,5
1904,regular,1904-09-24T00:00:00.000Z,False,Bucknell,30,Lebanon Valley,0
1904,regular,1904-09-24T00:00:00.000Z,False,Colorado,6,Colorado Alumni,0
1904,regular,1904-09-24T00:00:00.000Z,False,Dickinson,10,McDaniel,0
1904,regular,1904-09-24T00:00:00.000Z,False,Northwestern,17,Fort Sheridan,0
1904,regular,1904-09-24T00:00:00.000Z,False,Columbia,10,Union (NY),0
1904,regular,1904-09-24T00:00:00.000Z,False,Purdue,5,North Division High,0
1904,regular,1904-09-24T00:00:00.000Z,False,Bowdoin,23,Camp Preble,0
1904,regular,1904-09-24T00:00:00.000Z,False,Chicago,29,Lawrence,0
1904,regular,1904-09-24T00:00:00.000Z,False,Illinois,10,North Central,0
1904,regular,1904-09-24T00:00:00.000Z,False,NC State,59,Guilford,0
1904,regular,1904-09-24T00:00:00.000Z,False,Pennsylvania,6,Penn State,0
1904,regular,1904-09-24T00:00:00.000Z,False,Lafayette,35,Wyoming Seminary,0
1904,regular,1904-09-24T00:00:00.000Z,False,Iowa,17,Coe,0
1904,regular,1904-09-24T00:00:00.000Z,False,Nebraska,72,Grand Island,0
1904,regular,1904-09-24T00:00:00.000Z,False,Tufts,0,New Hampshire,4
1904,regular,1904-09-24T00:00:00.000Z,False,Washington (MO),10,Shurtleff,0
1904,regular,1904-09-24T00:00:00.000Z,False,Ohio State,34,Otterbein,0
1904,regular,1904-09-26T00:00:00.000Z,False,Georgetown,22,Maryland,0
1904,regular,1904-09-27T00:00:00.000Z,False,Nebraska,17,Lincoln High,0
1904,regular,1904-09-27T00:00:00.000Z,False,Iowa,33,Augustana (South Dakota),2
1904,regular,1904-09-28T00:00:00.000Z,False,Dartmouth,17,UMass,0
1904,regular,1904-09-28T00:00:00.000Z,False,Columbia,28,Franklin & Marshall,0
1904,regular,1904-09-28T00:00:00.000Z,False,Princeton,12,Dickinson,0
1904,regular,1904-09-28T00:00:00.000Z,False,Chicago,18,North Division High,0
1904,regular,1904-09-28T00:00:00.000Z,False,Virginia,17,Washington & Lee,0
1904,regular,1904-09-28T00:00:00.000Z,False,Cornell,17,Colgate,0
1904,regular,1904-09-28T00:00:00.000Z,False,Pennsylvania,6,Swarthmore,4
1904,regular,1904-09-28T00:00:00.000Z,False,Indiana,12,Indiana Medical,0
1904,regular,1904-09-28T00:00:00.000Z,False,Purdue,11,Beloit College,0
1904,regular,1904-09-28T00:00:00.000Z,False,Harvard,24,Williams,0
1904,regular,1904-09-28T00:00:00.000Z,False,Yale,22,Wesleyan (CT),0
1904,regular,1904-09-28T00:00:00.000Z,False,Amherst College,23,Bowdoin,0
1904,regular,1904-09-28T00:00:00.000Z,False,Illinois,23,Wabash College,2
1904,regular,1904-10-01T00:00:00.000Z,False,Nebraska,46,Grinnell,0
1904,regular,1904-10-01T00:00:00.000Z,False,Michigan,33,Case,0
1904,regular,1904-10-01T00:00:00.000Z,False,Sewanee Univ. of the South,58,Tennessee Medical College,0
1904,regular,1904-10-01T00:00:00.000Z,False,Tennessee,17,Maryville TN,0
1904,regular,1904-10-01T00:00:00.000Z,False,Ohio State,80,Miami (OH),0
1904,regular,1904-10-01T00:00:00.000Z,False,Missouri,6,Truman State,0
1904,regular,1904-10-01T00:00:00.000Z,False,Yale,42,Trinity (CT),0
1904,regular,1904-10-01T00:00:00.000Z,False,Illinois,11,Knox College,0
1904,regular,1904-10-01T00:00:00.000Z,False,Carlisle,41,Gettysburg,0
1904,regular,1904-10-01T00:00:00.000Z,False,Wisconsin,45,Fort Sheridan,0
1904,regular,1904-10-01T00:00:00.000Z,False,Dickinson,58,Albright,0
1904,regular,1904-10-01T00:00:00.000Z,False,Georgia Tech,11,Camp McPherson,5
1904,regular,1904-10-01T00:00:00.000Z,False,Northwestern,34,North Central,0
1904,regular,1904-10-01T00:00:00.000Z,False,Utah,6,Colorado,33
1904,regular,1904-10-01T00:00:00.000Z,False,Mississippi State,0,Vanderbilt,61
1904,regular,1904-10-01T00:00:00.000Z,False,Pennsylvania,24,Virginia,0
1904,regular,1904-10-01T00:00:00.000Z,False,Colby,23,New Hampshire,0
1904,regular,1904-10-01T00:00:00.000Z,False,Princeton,10,Georgetown,0
1904,regular,1904-10-01T00:00:00.000Z,False,Ottawa,0,Haskell,34
1904,regular,1904-10-01T00:00:00.000Z,False,Minnesota,65,Carleton,0
1904,regular,1904-10-01T00:00:00.000Z,False,Chicago,56,Indiana,0
1904,regular,1904-10-01T00:00:00.000Z,False,Earlham,11,Purdue,28
1904,regular,1904-10-01T00:00:00.000Z,False,Iowa,88,Cornell College (IA),0
1904,regular,1904-10-01T00:00:00.000Z,False,Kansas,34,Emporia State,0
1904,regular,1904-10-01T00:00:00.000Z,False,North Carolina,29,Guilford,0
1904,regular,1904-10-01T00:00:00.000Z,False,Brown,0,Maine,6
1904,regular,1904-10-01T00:00:00.000Z,False,Exeter,11,Bowdoin,0
1904,regular,1904-10-01T00:00:00.000Z,False,Holy Cross,0,Bates College,0
1904,regular,1904-10-01T00:00:00.000Z,False,VMI,0,NC State,6
1904,regular,1904-10-01T00:00:00.000Z,False,TCU,0,Baylor,0
1904,regular,1904-10-01T00:00:00.000Z,False,Colorado State,0,Denver,18
1904,regular,1904-10-01T00:00:00.000Z,False,Washington (MO),16,Rose-Hulman,5
1904,regular,1904-10-01T00:00:00.000Z,False,Beloit College,34,Beloit High,0
1904,regular,1904-10-01T00:00:00.000Z,False,Iowa State,22,Coe,0
1904,regular,1904-10-01T00:00:00.000Z,False,Lehigh,0,Swarthmore,20
1904,regular,1904-10-01T00:00:00.000Z,False,Virginia Tech,18,Richmond,0
1904,regular,1904-10-01T00:00:00.000Z,False,Bucknell,26,Villanova,0
1904,regular,1904-10-01T00:00:00.000Z,False,Penn State,50,Allegheny,0
1904,regular,1904-10-01T00:00:00.000Z,False,Franklin & Marshall,0,McDaniel,12
1904,regular,1904-10-01T00:00:00.000Z,False,Colorado College,6,Pueblo High,5
1904,regular,1904-10-01T00:00:00.000Z,False,UMass,12,Williams,0
1904,regular,1904-10-01T00:00:00.000Z,False,Army,12,Tufts,0
1904,regular,1904-10-01T00:00:00.000Z,False,Notre Dame,12,Wabash College,4
1904,regular,1904-10-01T00:00:00.000Z,False,Lafayette,12,Ursinus,0
1904,regular,1904-10-01T00:00:00.000Z,False,Columbia,16,Wesleyan (CT),0
1904,regular,1904-10-01T00:00:00.000Z,False,Cornell,29,Rochester,6
1904,regular,1904-10-03T00:00:00.000Z,False,Alabama,29,Florida,0
1904,regular,1904-10-04T00:00:00.000Z,False,Auburn,44,Florida,0
1904,regular,1904-10-04T00:00:00.000Z,False,Columbia,31,Tufts,0
1904,regular,1904-10-05T00:00:00.000Z,False,Dickinson,18,Mercersburg Academy,0
1904,regular,1904-10-05T00:00:00.000Z,False,Illinois,26,Physicians & Surgeons,0
1904,regular,1904-10-05T00:00:00.000Z,False,Northwestern,18,North Division High,0
1904,regular,1904-10-05T00:00:00.000Z,False,Princeton,39,Wesleyan (CT),0
1904,regular,1904-10-05T00:00:00.000Z,False,Michigan,48,Ohio Northern,0
1904,regular,1904-10-05T00:00:00.000Z,False,Carlisle,53,Susquehanna,0
1904,regular,1904-10-05T00:00:00.000Z,False,Harvard,17,Bowdoin,0
1904,regular,1904-10-05T00:00:00.000Z,False,Lafayette,20,Gettysburg,0
1904,regular,1904-10-05T00:00:00.000Z,False,New Hampshire,0,Bates College,6
1904,regular,1904-10-05T00:00:00.000Z,False,Cornell,24,Hobart,0
1904,regular,1904-10-05T00:00:00.000Z,False,Ohio State,46,Muskingum,0
1904,regular,1904-10-05T00:00:00.000Z,False,Yale,23,Holy Cross,0
1904,regular,1904-10-05T00:00:00.000Z,False,Pennsylvania,34,Franklin & Marshall,0
1904,regular,1904-10-06T00:00:00.000Z,False,Kansas,6,Haskell,23
1904,regular,1904-10-06T00:00:00.000Z,False,Drake,0,Iowa,17
1904,regular,1904-10-07T00:00:00.000Z,False,Virginia Tech,24,Washington & Lee,0
1904,regular,1904-10-07T00:00:00.000Z,False,Missouri,7,Simpson College,0
1904,regular,1904-10-08T00:00:00.000Z,False,Nashville,0,Tennessee Medical College,21
1904,regular,1904-10-08T00:00:00.000Z,False,Swarthmore,17,Jefferson Medical,0
1904,regular,1904-10-08T00:00:00.000Z,False,Baylor,0,Trinity (Texas),22
1904,regular,1904-10-08T00:00:00.000Z,False,Iowa State,17,Northern Iowa,0
1904,regular,1904-10-08T00:00:00.000Z,False,Yale,24,Penn State,0
1904,regular,1904-10-08T00:00:00.000Z,False,Army,18,Dickinson,0
1904,regular,1904-10-08T00:00:00.000Z,False,Princeton,16,Washington & Jefferson,0
1904,regular,1904-10-08T00:00:00.000Z,False,Washington (MO),0,Illinois,31
1904,regular,1904-10-08T00:00:00.000Z,False,Pennsylvania,24,Lehigh,0
1904,regular,1904-10-08T00:00:00.000Z,False,Indiana,0,Kentucky,12
1904,regular,1904-10-08T00:00:00.000Z,False,Georgia Tech,35,Florida State,0
1904,regular,1904-10-08T00:00:00.000Z,False,Chicago,20,Purdue,0
1904,regular,1904-10-08T00:00:00.000Z,False,Wisconsin,33,Marquette,0
1904,regular,1904-10-08T00:00:00.000Z,False,Texas A&M,49,Texas Deaf School,0
1904,regular,1904-10-08T00:00:00.000Z,False,Lafayette,53,Gallaudet,0
1904,regular,1904-10-08T00:00:00.000Z,False,Minnesota,35,North Dakota,0
1904,regular,1904-10-08T00:00:00.000Z,False,Columbia,11,Williams,0
1904,regular,1904-10-08T00:00:00.000Z,False,Colorado,6,Nebraska,0
1904,regular,1904-10-08T00:00:00.000Z,False,Navy,12,VMI,0
1904,regular,1904-10-08T00:00:00.000Z,False,Amherst College,23,New York University,0
1904,regular,1904-10-08T00:00:00.000Z,False,Texas,40,TCU,0
1904,regular,1904-10-08T00:00:00.000Z,False,Ohio State,24,Denison,0
1904,regular,1904-10-08T00:00:00.000Z,False,Beloit College,77,Wisconsin-Platteville,0
1904,regular,1904-10-08T00:00:00.000Z,False,Notre Dame,44,American Medical,0
1904,regular,1904-10-08T00:00:00.000Z,False,Harvard,23,Maine,0
1904,regular,1904-10-08T00:00:00.000Z,False,Georgia,52,Florida,0
1904,regular,1904-10-08T00:00:00.000Z,False,North Carolina,0,Davidson,0
1904,regular,1904-10-08T00:00:00.000Z,False,Dartmouth,37,Vermont,0
1904,regular,1904-10-08T00:00:00.000Z,False,Colorado College,5,Denver,0
1904,regular,1904-10-08T00:00:00.000Z,False,Michigan,95,Kalamazoo,0
1904,regular,1904-10-08T00:00:00.000Z,False,Bates College,0,Exeter,29
1904,regular,1904-10-08T00:00:00.000Z,False,Colorado Mines,51,Colorado State,0
1904,regular,1904-10-08T00:00:00.000Z,False,Worcester Polytechnic,17,Tufts,0
1904,regular,1904-10-08T00:00:00.000Z,False,Alabama,0,Clemson,18
1904,regular,1904-10-08T00:00:00.000Z,False,Cornell,34,Hamilton,0
1904,regular,1904-10-08T00:00:00.000Z,False,Bowdoin,52,Colby,0
1904,regular,1904-10-08T00:00:00.000Z,False,Franklin & Marshall,0,St. John's (Maryland),11
1904,regular,1904-10-08T00:00:00.000Z,False,Brown,27,UMass,0
1904,regular,1904-10-08T00:00:00.000Z,False,Grinnell,5,East Des Moines High,0
1904,regular,1904-10-08T00:00:00.000Z,False,Carlisle,10,Bucknell,4
1904,regular,1904-10-08T00:00:00.000Z,False,Vanderbilt,66,Georgetown (Kentucky),0
1904,regular,1904-10-08T00:00:00.000Z,False,Northwestern,55,Lombard,0
1904,regular,1904-10-10T00:00:00.000Z,False,VMI,26,Marine Officers,6
1904,regular,1904-10-12T00:00:00.000Z,False,Navy,68,Marine Officers,0
